NGO,Counsel,Weight
Federation of Law Societies of Canada,Gregory DelBigio (QC),1
Federation of Law Societies of Canada,John B. Laskin,2
Federation of Law Societies of Canada,Mahmud Jamal,1
Federation of Law Societies of Canada,Mannu Chowdhury,1
Federation of Law Societies of Canada,Nadia Effendi,1
Federation of Law Societies of Canada,Rahool P. Agarwal,1
Federation of Law Societies of Canada,Teagan Markin,1
Federation of Law Societies of Canada,W. David Rankin,1
Federation of Law Societies of Canada,Yael S,1
Federation of Law Societies of Canada,Yael S. Bienenstock,1
Federation of Sovereign Indigenous Nations,Allison Lachance,1
Federation of Sovereign Indigenous Nations,Bruce J. Slusar,1
Federation of Sovereign Indigenous Nations,Darryl Korell,1
Federation of Sovereign Indigenous Nations,Eleanore Sunchild (QC),1
Federation of Sovereign Indigenous Nations,Geneviève Boulay,1
Federation of Sovereign Indigenous Nations,Leif Jensen,1
Federation of Sovereign Indigenous Nations,Melanie P. Webber,1
Federation of Sovereign Indigenous Nations,Michael Seed,3
Federation of Sovereign Indigenous Nations,Nicholas Dodd,1
Federation of Sovereign Indigenous Nations,Patricia Lawrence,1
Federation of Sovereign Indigenous Nations,Ronald S. Maurice,1
Federation of Sovereign Indigenous Nations,Rosa Victoria Adams,1
Federation of Sovereign Indigenous Nations,Victor Carter,1
File Hills Qu'Appelle Tribal Council and Pasqua First Nation,Geneviève Boulay,1
File Hills Qu'Appelle Tribal Council and Pasqua First Nation,Ryan Lake,1
First Nations Child & Family Caring Society of Canada,Logan Stack,1
First Nations Child & Family Caring Society of Canada,Naiomi W. Metallic,1
First Nations Child and Family Caring Society of Canada,David P. Taylor,2
First Nations Child and Family Caring Society of Canada,Sarah Clarke,1
First Nations Family Advocate Office,Adrienne Cooper,1
First Nations Family Advocate Office,Allison Fenske,1
First Nations Family Advocate Office,Joëlle Pastora Sala,1
First Nations Family Advocate Office,Maximilian Griffin-Rill,1
First Nations Major Projects Coalition,Jesse McCormick,1
First Nations Major Projects Coalition,Ryan Beaton,1
First Nations Major Projects Coalition,S. Ronald Stevenson,1
First Nations Summit,Cheryl Sharvit,1
First Nations Summit,Maria Morellato (QC),1
First Nations Summit,Stacey Edzerza-Fox,1
First Nations of the Maa-Nulth Treaty Society,Lisa Glowacki,1
First Nations of the Maa-Nulth Treaty Society,Maegen M. Giltrow (KC),1
First Nations of the Maa-Nulth Treaty Society,Natalia Sudeyko,1
"Fisher River Cree Nation, Sioux Valley Dakota Nation, Manto Sipi Cree Nation, and Lake Manitoba First Nation",Adil Abdulla,1
"Fisher River Cree Nation, Sioux Valley Dakota Nation, Manto Sipi Cree Nation, and Lake Manitoba First Nation",Alyssa Cloutier,1
"Fisher River Cree Nation, Sioux Valley Dakota Nation, Manto Sipi Cree Nation, and Lake Manitoba First Nation",Harold Cochrane (KC),1
"Fisher River Cree Nation, Sioux Valley Dakota Nation, Manto Sipi Cree Nation, and Lake Manitoba First Nation",Mohsen Seddigh,1
"Fisher River Cree Nation, Sioux Valley Dakota Nation, Manto Sipi Cree Nation, and Lake Manitoba First Nation",Shawn Scarcello,1
"Foley, Roger",Ken J. Berger,1
"Forget, Luc",Roxanne Hardy,1
Fédération des associations de familles monoparentales et recomposées du Québec,Dominique Goubau,1
Fédération des associations de familles monoparentales et recomposées du Québec,Jocelyn Verdon,1
Fédération des associations de familles monoparentales et recomposées du Québec,Mireille Pélissier-Simard,1
Fédération des associations de juristes d'expression française de common law inc.,Elsy Gagné,1
Fédération des associations de juristes d'expression française de common law inc.,Francis Lamer,1
Fédération des associations de juristes d'expression française de common law inc.,Shannon Gunn Emery,1
Fédération des commissions scolaires du Québec,Alain Guimont,1
Fédération des médecins spécialistes du Québec,Francis Meloche,1
Fédération des médecins spécialistes du Québec,Sylvain Bellavance,1
Fédération des parents francophones de l'Alberta,Nicolas M. Rouleau,1
Fédération des parents francophones de l'Alberta,Sylvain Rouleau,1
"Fédération interprofessionnelle de la santé du Québec, Guy-Philippe Brideau, Nancy Bédard",Johanne Drolet,1
"Fédération interprofessionnelle de la santé du Québec, Guy-Philippe Brideau, Nancy Bédard",Pierre Brun,1
Fédération nationale des conseils scolaires francophones,Francis P. Poulin,1
Fédération nationale des conseils scolaires francophones,Jonathan Martin,1
Fédération nationale des conseils scolaires francophones,Peter T. Bergbusch,1
Fédération nationale des conseils scolaires francophones,Roger J.F. Lepage (QC),3
Fédération nationale des conseils scolaires francophones et la Fédération des communautés francophones et acadienne du Canada,Mark C. Power,1
Fédération professionnelle des journalistes du Québec,Mark Bantey,1
"Fédération professionnelle des journalistes du Québec, Canadian Association of Journalists, Canadian Journalists for Freedom of Expression et Reporters Without Borders",Mark Bantey,1
"Gabriel, Jérémy",Stéphane Harvey,1
"Gabriel, Sylvie",Stéphane Harvey,1
"Galati, Rocco",Rocco Galati,1
"Garage Luc Fecteau et fils Inc., Station-Service Jacques Blais Inc., 9029-6815 Québec Inc., Garage Jacques Robert Inc.",Claudia Marie Chabot,1
"Garage Luc Fecteau et fils Inc., Station-Service Jacques Blais Inc., 9029-6815 Québec Inc., Garage Jacques Robert Inc.",Jean-Claude Chabot,1
"Generation Squeeze, Public Health Association of British Columbia, Saskatchewan Public Health Association, Canadian Association of Physicians for the Environment, Canadian Coalition for the Rights of the Child and Youth Climate Lab",Cam Brewer,1
"Generation Squeeze, Public Health Association of British Columbia, Saskatchewan Public Health Association, Canadian Association of Physicians for the Environment, Canadian Coalition for the Rights of the Child and Youth Climate Lab",Emma Hume,1
"Generation Squeeze, Public Health Association of British Columbia, Saskatchewan Public Health Association, Canadian Association of Physicians for the Environment, Canadian Coalition for the Rights of the Child and Youth Climate Lab",Nathan Hume,1
"Gestion Astral Inc., Lise Delisle",Jean-François Côté,1
"Gestion Astral Inc., Lise Delisle",Maryse Carrier,1
Gift Lake Métis Settlement,Lindsey E. Miller,1
Gift Lake Métis Settlement,Maxime Faille,1
Gift Lake Métis Settlement,Paul Seaman,1
Gift Lake Métis Settlement,Sandeep K. Dhir,1
Gitanyow Hereditary Chiefs,Jeff Huberman,1
Gitanyow Hereditary Chiefs,Karenna Williams,1
Gitanyow Hereditary Chiefs,Peter R. Grant,1
"Gitanyow Hereditary Chiefs of Gwass Hlaam, Gamlaxyeltxw, Malii, Gwinuu, Haizimsque, Watakhayetsxw, Luuxhon and Wii'litswx, on their own behalf and on behalf all Gitanyow",Diane Soroka,1
"Gitanyow Hereditary Chiefs of Gwass Hlaam, Gamlaxyeltxw, Malii, Gwinuu, Haizimsque, Watakhayetsxw, Luuxhon and Wii'litswx, on their own behalf and on behalf all Gitanyow",Michael Lee Ross,1
"Gitanyow Hereditary Chiefs of Gwass Hlaam, Gamlaxyeltxw, Malii, Gwinuu, Haizimsque, Watakhayetsxw, Luuxhon and Wii'litswx, on their own behalf and on behalf all Gitanyow",Peter R. Grant,1
Gitxaala Nation,Tim  A. Dickson,1
Global Justice Clinic at New York University School of Law,Alison M. Latimer,1
Global Justice Clinic at New York University School of Law,Tamara Morgenthau,1
"Global News, a division of Corus Television Limited Partnership and Postmedia Network",Justin Safayeni,1
Government of Yukon,I.H. Fraser,1
Government of Yukon,Katie Mercier,1
Grand Council of Treaty #3,Naomi Moses,1
Grand Council of Treaty #3,Robert Janes (KC),1
Grand Council of the Crees (Eeyou Istchee) and Cree Nation Government,Jessica Orkin,1
Grand Council of the Crees (Eeyou Istchee) and Cree Nation Government,Kim Stanton,1
"Grand Council of the Crees (Eeyou Istchee), Cree Nation Government",François Dandonneau,1
"Grand Council of the Crees (Eeyou Istchee), Cree Nation Government",John Hurley,1
Greenpeace Canada,Carlo Di Carlo,1
Greenpeace Canada,Lindsay Board,1
Greenpeace Canada,Nader R. Hasan,3
Groupe Jean Coutu and Pro Doc Ltd.,Fadi Amine,1
Groupe Jean Coutu and Pro Doc Ltd.,Roger J.F. Lepage (QC),1
Groupe d'étude en droits et libertés de la Faculté de droit de l'Université Laval,Yan Paquette,1
"Gérald Groulx Station Service Inc., Services Autogarde D.D. Inc., 9010-1460 Québec Inc.",Stéphane Reynolds,1
HIV & AIDS Legal Clinic Ontario,Khalid Janmohamed,1
HIV & AIDS Legal Clinic Ontario,Ryan Peck,1
HIV & AIDS Legal Clinic Ontario and HIV Legal Network,Khalid Janmohamed,1
HIV & AIDS Legal Clinic Ontario and HIV Legal Network,Matthew R. Gourlay,1
HIV & AIDS Legal Clinic Ontario and HIV Legal Network,Richard Elliott,1
HIV & AIDS Legal Clinic Ontario and HIV Legal Network,Robin Nobleman,3
HIV & AIDS Legal Clinic Ontario and HIV Legal Network,Ryan Peck,3
HIV & AIDS Legal Clinic Ontario and Health Justice Program,Andrew Lokan,2
HIV & AIDS Legal Clinic Ontario and Health Justice Program,Mannu Chowdhury,2
"HIV & AIDS Legal Clinic Ontario, Coalition des organismes communautaires québécois de lutte contre le Sida and Action Canada for Sexual Health and Rights (""Sexual Health Coalition"")",Geetha Philipupillai,1
"HIV & AIDS Legal Clinic Ontario, Coalition des organismes communautaires québécois de lutte contre le Sida and Action Canada for Sexual Health and Rights (""Sexual Health Coalition"")",Laurent Trépanier Capistran,1
"HIV & AIDS Legal Clinic Ontario, Coalition des organismes communautaires québécois de lutte contre le Sida and Action Canada for Sexual Health and Rights (""Sexual Health Coalition"")",Robin Nobleman,1
"HIV & AIDS Legal Clinic Ontario, Coalition des organismes communautaires québécois de lutte contre le sida, Positive Living Society of British Columbia, Canadian AIDS Society, Toronto People With AIDS Foundation",Corie Langdon,1
"HIV & AIDS Legal Clinic Ontario, Coalition des organismes communautaires québécois de lutte contre le sida, Positive Living Society of British Columbia, Canadian AIDS Society, Toronto People With AIDS Foundation",Jonathan A. Shime,1
"HIV & AIDS Legal Clinic Ontario, Coalition des organismes communautaires québécois de lutte contre le sida, Positive Living Society of British Columbia, Canadian AIDS Society, Toronto People With AIDS Foundation",Richard Elliott,1
"HIV & AIDS Legal Clinic Ontario, Coalition des organismes communautaires québécois de lutte contre le sida, Positive Living Society of British Columbia, Canadian AIDS Society, Toronto People With AIDS Foundation",Ryan Peck,1
"HIV & AIDS Legal Clinic Ontario, Coalition des organismes communautaires québécois de lutte contre le sida, Positive Living Society of British Columbia, Canadian AIDS Society, Toronto People With AIDS Foundation",Stéphanie Claivaz-Loranger,1
"HIV & AIDS Legal Clinic Ontario, HIV Legal Network and Mental Health Legal Committee",Khalid Janmohamed,1
"HIV & AIDS Legal Clinic Ontario, HIV Legal Network and Mental Health Legal Committee",Ryan Peck,1
HIV & AIDS Legal Clinic of Ontario,Ewa Krajewska,1
HIV & AIDS Legal Clinic of Ontario,Meghan Pearson,1
Home School Legal Defence Association of Canada,Jean-Yves Côté,1
Home School Legal Defence Association of Canada,Paul D. Farris,1
"Honourable Serge Joyal, P.C.",Geneviève Baillargeon-Bouchard,1
"Honourable Serge Joyal, P.C.",Pascale Racicot,1
Hul'qumi'num Treaty Group,Renée Racette,1
Hul'qumi'num Treaty Group,Robert B. Morales,1
Human Rights Tribunal,Louise Cadieux,1
Hydro-Québec,Dominique Amyot-Bilodeau,1
Hydro-Québec,Jean Lortie,1
Hydro-Québec,Mathieu Bernier-Trudeau,1
Hydro-Québec,Simon Bouthillier,1
Income Security Advocacy Centre,Daniel Rohde,1
Income Security Advocacy Centre,Ewa Krajewska,1
Income Security Advocacy Centre,Jackie Esmonde,1
Income Security Advocacy Centre,Karin Baqi,1
Income Security Advocacy Centre,Mannu Chowdhury,1
Income Security Advocacy Centre,Marie Chen,1
Income Security Advocacy Centre,Nabila Qureshi,1
Income Security Advocacy Centre,Teagan Markin,1
"Income Security Advocacy Centre, Sudbury Community Legal Clinic, Chinese and Southeast Asian Legal Clinic, Community Legal Assistance Society and HIV & AIDS Legal Clinic Ontario",Jackie Esmonde,1
"Income Security Advocacy Centre, Sudbury Community Legal Clinic, Chinese and Southeast Asian Legal Clinic, Community Legal Assistance Society and HIV & AIDS Legal Clinic Ontario",Marie Chen,1
"Independent Contractors and Businesses Association, and Alberta Enterprise Group",Peter A. Gall (KC),1
Independent Criminal Defence Advocacy Society,Caroline L. Senini,1
Independent Criminal Defence Advocacy Society,Caroline Senini,1
Independent Criminal Defence Advocacy Society,Daniel J. Song,1
Independent Criminal Defence Advocacy Society,Daniel J. Song (KC),2
Independent Criminal Defence Advocacy Society,Eric V. Gottardi (KC),1
Independent Criminal Defence Advocacy Society,Greg Delbigio (QC),1
Independent Criminal Defence Advocacy Society,Gregory P. Delbigio (KC),1
Independent Criminal Defence Advocacy Society,Gregory P. Delbigio (QC),1
Independent Criminal Defence Advocacy Society,Jeffrey T. Campbell (QC),1
Independent Criminal Defence Advocacy Society,Joseph J. Arvay (QC),1
Independent Criminal Defence Advocacy Society,Matthew A. Nathanson,4
Independent Criminal Defence Advocacy Society,Matthew Nathanson,1
Independent Criminal Defence Advocacy Society,Mika Chow,1
Independent Criminal Defence Advocacy Society,Rachel M. Wood,2
Independent Criminal Defence Advocacy Society,Sarah Pringle,1
Independent Criminal Defense Advocacy Society,Alix Tolliday,1
Independent Criminal Defense Advocacy Society,Eric Purtzki,1
"Index on Censorship, Committee to Protect Journalists, World Association of Newspapers and News Publishers, International Human Rights Program",Kaley Pulfer,1
"Index on Censorship, Committee to Protect Journalists, World Association of Newspapers and News Publishers, International Human Rights Program",Paul B. Schabas,1
Indian Resource Council,Brooke Barrett,1
Indian Resource Council,L. Douglas Rae,1
Indigenous Bar Association in Canada,Bruce McIvor,1
Indigenous Bar Association in Canada,David C. Nahwegahbow,1
Indigenous Bar Association in Canada,Guy Régimbald,1
Indigenous Bar Association in Canada,Kate Gunn,1
Indigenous Bar Association in Canada,Keith Brown,1
Indigenous Bar Association in Canada,Paul Seaman,1
Indigenous Police Chiefs of Ontario,Asha James,1
Indigenous Police Chiefs of Ontario,Jeremy Greenberg,1
Indigenous Police Chiefs of Ontario,Julian N. Falconer,1
Industrial Accident Victims' Group of Ontario,Ivana Petricone,1
Industrial Accident Victims' Group of Ontario,Maryth Yachnin,1
Industrial Accident Victims' Group of Ontario,Rachel Weiner,1
Information Commissioner of Canada,Aditya Ramachandran,1
Information Commissioner of Canada,Daniel Sheppard,1
Information Commissioner of Canada,Diane Therrien,2
Information Commissioner of Canada,Marlys A. Edwardh,1
Information Commissioner of Canada,Richard G. Dearden,1
Information Technology Association of Canada,Ian C. Matthews,1
Information Technology Association of Canada,M. Paul Michell,1
Information Technology Association of Canada,Matthew P. Gottlieb,1
Innocence Canada,James Lockyer,1
Innocence Canada,Pamela Zbarsky,1
Innu Takuaikan Uashat Mak Mani-Utenam,Isabelle Boisvert-Chastenay,1
Innu Takuaikan Uashat Mak Mani-Utenam,James A. O’Reilly (AdE),1
Innu Takuaikan Uashat Mak Mani-Utenam,Marie-Claude André-Grégoire,1
Innu Takuaikan Uashat Mak Mani-Utenam,Michelle Corbu,1
"Innu Takuaikan Uashat Mak Mani-Utenam (ITUM), agissant comme bande traditionnelle et au nom des Innus de Uashat Mak Mani-Utenam",James A. O’Reilly (AdE),1
"Innu Takuaikan Uashat Mak Mani-Utenam (ITUM), agissant comme bande traditionnelle et au nom des Innus de Uashat Mak Mani-Utenam",Marie-Claude André-Grégoire,1
"Innu Takuaikan Uashat Mak Mani-Utenam (ITUM), agissant comme bande traditionnelle et au nom des Innus de Uashat Mak Mani-Utenam",Michelle Corbu,1
"Innu Takuaikan Uashat Mak Mani-Utenam (ITUM), agissant comme bande traditionnelle et au nom des Innus de Uashat Mak Mani-Utenam",Vincent Carney,1
