NGO,Counsel,Weight
Land Title and Survey Authority of British Columbia,Steven Garland,1
Land Title and Survey Authority of British Columbia,Theodore W. Sum,1
Lands Advisory Board,William B. Henderson,1
Law Society Tribunal,Lisa Mallia,1
Law Society of Alberta,Elizabeth Aspinall,1
Law Society of Alberta,Glenn Solomon (QC),1
Law Society of Alberta,James T. Casey (QC),1
Law Society of Alberta,Katrina Haymond,1
Law Society of British Columbia,Leonard T. Doust (QC),1
Law Society of British Columbia,Michael A. Feder,1
Law Society of Manitoba,Ayli Klein,1
Law Society of Manitoba,Rocky Kravetsky,1
Law Students' Society of Ontario,Kristine Spence,2
Lawyer's Right Watch Canada,Julius H. Grey,1
League for Human Rights of B'Nai Brith Canada,David Matas,1
League for Human Rights of B'Nai Brith Canada,Sarah Teich,1
League for Human Rights of B'nai Brith Canada,Marvin Kurz,1
"Leblond, Daniel",Jean-Olivier Lessard,1
"Leblond, Daniel",Jo-Anne Demers,1
Legal Aid Society of Alberta,Dane F. Bullerwell,1
Legal Aid Society of Alberta,Susan Haas,1
Legal Services Board of Nunavut,Eva Tache-Green,1
Lesbians Gays Bisexuals and Trans People of the University of Toronto (LGBTOUT),Angela Chaisson,1
Lesbians Gays Bisexuals and Trans People of the University of Toronto (LGBTOUT),Marcus McCann,1
Listuguj Mi'Gmaq Government,Riley Weyman,1
Listuguj Mi'Gmaq Government,Zachary Davis,1
Lummi Nation,Courtenay Jacklin,1
Lummi Nation,John W. Gailus,2
Makivik Corporation,David Schulze,1
Makivik Corporation,Nicholas Dodd,1
Manitoba Métis Federation Inc.,Alexandria Winterburn,1
Manitoba Métis Federation Inc.,Jason Madden,1
Manitoba Métis Federation Inc.,Megan Strachan,1
"Maqsudi, Ahmad Daud",Leigh Salsberg,1
"Media Legal Defence Initiative, Reporters Without Borders, Reporters Committee for Freedom of the Press, Media Law Resource Centre, International Press Institute, Article 19, Pen International, Pen Canada the Canadian Centre of International,",Kaley Pulfer,1
"Media Legal Defence Initiative, Reporters Without Borders, Reporters Committee for Freedom of the Press, Media Law Resource Centre, International Press Institute, Article 19, Pen International, Pen Canada the Canadian Centre of International,",Paul B. Schabas,1
Mental Health Legal Committee,Anita Szigeti,1
Mental Health Legal Committee,C. Tess Sheldon,1
Mental Health Legal Committee,Karen A. Steward,1
Mental Health Legal Committee,Karen R. Spector,1
Mental Health Legal Committee,Kelley Bryan,1
Mental Health Legal Committee,Mecedes Perez,1
Mental Health Legal Committee,Mercedes Perez,2
Mental Health Legal Committee,Suzan E. Fraser,1
Mental Health Legal Committee and HIV & AIDS Legal Clinic Ontario,Amy Wah,1
Mental Health Legal Committee and HIV & AIDS Legal Clinic Ontario,Marshall A. Swadron,1
Mental Health Legal Committee and HIV & AIDS Legal Clinic Ontario,Mercedes Perez,1
Mental Health Legal Committee and HIV & AIDS Legal Clinic Ontario,Ryan Peck,1
"Michael Dow, Gwendolyn Miron and Peter Teolis",David Thompson,1
"Michael Dow, Gwendolyn Miron and Peter Teolis",Marie-France Major,1
"Michael Dow, Gwendolyn Miron and Peter Teolis",Matthew G. Moloci,1
"Michaud, Richard",Fadi Amine,1
"Michaud, Richard",Pascale Cloutier,1
Mikisew Cree First Nation,Mae Price,1
Mikisew Cree First Nation,Tim Dickson,1
"Mining Association of British Columbia, Mining Association of Manitoba Inc., Quebec Mining Association, Ontario Mining Association, Saskatchewan Mining Association",Andrea Zwack,1
"Mining Association of British Columbia, Mining Association of Manitoba Inc., Quebec Mining Association, Ontario Mining Association, Saskatchewan Mining Association",Peter A. Gall (QC),1
Mining Association of Canada,Luis Sarabia,1
Mining Association of Canada,Steven Frankel,1
Mining Watch Canada,Andrew E. Cleland,1
Mining Watch Canada,Bruce W. Johnston,1
Mining Watch Canada,Jean-Marc Lacourcière,1
Miriam Home and Services,Anne-Marie Bertrand,1
Miriam Home and Services,Isabelle Auclair,1
Miriam Home and Services,Pierre Douville,1
Mobile Legal Clinic,Donald Tremblay,1
Mohawk Council of Kahnawà:ke,Francis Walsh,1
Mohawk Council of Kahnawà:ke,Stacey Douglas,1
Montreal Economic Institute,Lauren Harper,1
Montreal Economic Institute,Robert Carson,1
Mothers Against Drunk Driving Canada,Bryant Mackey,1
Mothers Against Drunk Driving Canada,Matthew Estabrooks,1
Mounted Police Members' Legal Fund,Brad Elberg,1
Mounted Police Members' Legal Fund,Christopher D. Pigott,1
Mounted Police Members' Legal Fund,David Stratas,1
Mounted Police Members' Legal Fund,John D. R. Craig,1
Mounted Police Members' Legal Fund,Kelly Henriques,1
Muslim Canadian Congress,Ewa Krajewska,1
Muslim Canadian Congress,Heather Pessione,1
Muslim Canadian Congress,Tyler Hodgson,1
Métis Federation of Canada,Christopher G. Devlin,1
Métis Federation of Canada,Cynthia Westaway,1
Métis Federation of Canada,John Gailus,1
Métis Nation British Columbia,Emilie Lahaie,1
Métis Nation British Columbia,Thomas Isaac,1
Métis Nation of Alberta,Beverly J.M. (Jean) Teillet,1
Métis Nation of Alberta,Jason Madden,2
Métis Nation of Alberta,Mark E. Gibson,1
Métis Nation of Ontario,Jason Madden,1
Métis Nation of Ontario,Jean M. Teillet,1
Métis Nation of Ontario,Mark E. Gibson,1
Métis Nation of Ontario and Métis Nation of Alberta,Alexander DeParde,1
Métis Nation of Ontario and Métis Nation of Alberta,Alexandria Winterburn,1
Métis Nation of Ontario and Métis Nation of Alberta,Jason T. Madden,1
Métis National Council,Clem Chartier,1
Métis National Council,Clément Chartier (QC),2
Métis National Council,Jason Madden,1
Métis National Council,Jason T. Madden,1
Métis National Council,Kathy Hodgson-Smith,1
Métis National Council,Kathy L. Hodgson-Smith,2
Métis National Council,Marc LeClair,1
Métis National Council,Marc Leclair,1
Métis National Council and Manitoba Metis Federation Inc.,Audrey Mayrand,1
Métis National Council and Manitoba Metis Federation Inc.,Caroline Magnan,1
Métis National Council and Manitoba Metis Federation Inc.,Kathy L. Hodgson-Smith,1
"Métis National Council, Métis Nation-Saskatchewan, Métis Nation of Alberta, Métis Nation British Columbia, Métis Nation of Ontario and Les femmes Michif Otipemisiwak",Alexander DeParde,1
"Métis National Council, Métis Nation-Saskatchewan, Métis Nation of Alberta, Métis Nation British Columbia, Métis Nation of Ontario and Les femmes Michif Otipemisiwak",Emilie N. Lahaie,1
"Métis National Council, Métis Nation-Saskatchewan, Métis Nation of Alberta, Métis Nation British Columbia, Métis Nation of Ontario and Les femmes Michif Otipemisiwak",Jason T. Madden,1
Métis Settlements General Council,Eugene Meehan (QC),1
Métis Settlements General Council,Garry Appelt,2
Métis Settlements General Council,Keltie Lambert,2
National Academy of Arbitrators,Susan L. Stewart,2
National Association of Pharmacy Regulatory Authorities,Kirk N. Lambrecht (QC),2
National Association of Pharmacy Regulatory Authorities,William W. Shores (QC),2
National Association of Women and the Law and Friends of the Earth,Anne Levesque,1
National Association of Women and the Law and Friends of the Earth,Nathalie Chalifour,1
National Coalition of Catholic School Trustees' Associations,Daniel C. Santoro,1
National Coalition of Catholic School Trustees' Associations,Eugene Meehan (QC),1
National Council of Canadian Muslims,Faisal Bhabha,1
National Council of Canadian Muslims,Faisal Mirza,1
National Council of Canadian Muslims,Khalid M. Elgazzar,1
National Council of Canadian Muslims,Mannu Chowdhury,2
National Council of Canadian Muslims,Nusaiba Al-Azem,1
National Council of Canadian Muslims,Sameha Omer,2
National Inquiry into Missing and Murdered Indigenous Women and Girls,Christa BigCanoe,1
National Police Commissioned Officers Professional Association,Andrew Montague-Reinholdt,1
National Police Commissioned Officers Professional Association,Christopher C. Rootham,1
National Police Federation,Andrew Montague-Reinholdt,1
National Police Federation,Christopher C. Rootham,1
National Police Federation,Claire Kane Boychuk,1
National Police Federation,Malini Vijaykumar,1
National Union of Public and General Employees,Bijon Roy,1
National Union of Public and General Employees,Paul Champ,1
Native Alliance of Quebec,Lina Beaulieu,1
Native Alliance of Quebec,Marc Watters,1
"Native Council of Nova Scotia, New Brunswick Aboriginal Peoples Council, Native Council of Prince Edward Island",D. Bruce Clarke,1
Native Women's Association of Canada,Adam Bond,1
Native Women's Association of Canada,Kira Poirier,1
Native Women's Association of Canada,Laura Ezeuka,1
Native Women's Association of Canada,Mary Eberts,1
Native Women's Association of Canada,Sarah Niman,1
Native Women's Association of Canada and Canadian Association of Elizabeth Fry Societies,Mary Eberts,1
"Native Women's Association of Canada, Canadian Association of Elizabeth Fry Societies",Mary Eberts,1
"Native Women's Association of Canada, Canadian Association of Elizabeth Fry Societies",Virginia Lomax,1
Nature Canada and West Coast Environmental Law Association,Anna Johnston,1
Nishnawbe Aski Nation,Christopher Rapson,1
Nishnawbe Aski Nation,Julian N. Falconer,2
Nishnawbe Aski Nation,Julian Roy,1
Nishnawbe Aski Nation,Marc E. Gibson,1
Nishnawbe Aski Nation,Mitchell Goldenberg,1
Northwest Territories Human Rights Commission and Yukon Human Rights Commission,Ashley M. Smith,1
Northwest Territories Human Rights Commission and Yukon Human Rights Commission,Shaunt Parthev (QC),1
Nuchatlaht First Nation,Jack Woodward (QC),1
NunatuKavut Community Council,Ashley Hamp-Gonsalves,1
NunatuKavut Community Council,Jason Cooke,1
Nunavik Civil Liberties Association,Christine Renaud,1
Nunavik Civil Liberties Association,Louis-Nicholas Coupal-Schmidt,1
Nunavut Tunngavik Incorporated,Dominique Nouvet,1
Nunavut Tunngavik Incorporated,Marie Belleau,1
Nunavut Tunngavik Incorporated,Sonya Morgan,1
Nunavut Wildlife Management Board,Eugene Meehan (QC),1
Nunavut Wildlife Management Board,Thomas Slade,1
O. Brian Fjeldheim (Chief Electoral Officer of Alberta),William W. Shores (QC),1
OUTlaws,Frances Mahon,1
OUTlaws,Marlys A. Edwardh,1
OUTlaws,Vanessa Payne,1
Observatory on National Security Measures,Miriam Cohen,1
Observatory on National Security Measures,Sarah-Michèle Vincent-Wright,1
Observatory on National Security Measures,Stéphane Beaulac,1
Oceans North Conservation Society,David W.L. Wu,2
Office of the Children's Lawyer,Caterina E. Tempesta,1
Office of the Children's Lawyer,Caterina Tempesta,1
Office of the Children's Lawyer,Ian Ross,1
Office of the Children's Lawyer,Samantha Wisnicki,1
Office of the Children's Lawyer,Sheena Scott,1
Office of the Privacy Commissioner of Canada,Kate Wilson,1
Office of the Privacy Commissioner of Canada,Patricia Kossein,1
Office of the Wet'suwet'in Chiefs,Diane Soroka,1
Office of the Wet'suwet'in Chiefs,Peter R. Grant,1
Okanagan Indian Band,Claire Truesdale,1
Okanagan Indian Band,Mary (Molly) Churchill,1
Okanagan Nation Alliance,Rosanne Kyle (cr)ystal Reeves,1
"Okanagan Nation Alliance and the Shuswap Nation Tribal Council and their member communities, Okanagan, Adams Lake, Neskonlith and Splatsin Indian Bands",Louise Mandell (QC),1
Olco Petroleum Group Inc.,Rachel April-Giguère,1
Olco Petroleum Group Inc.,Sidney Elbaz,1
Olco Petroleum Group Inc.,Éric Vallières,1
Ontario Coalition of Rape Crisis Centres,Marcus McCann,1
Ontario Coalition of Rape Crisis Centres,Tristan Miller,1
Ontario College of Teachers,Adam Goldenberg,1
Ontario College of Teachers,Caroline H. Humphrey,1
Ontario College of Teachers,Caroline R. Zayid,1
Ontario College of Teachers,Caroline Zayid,1
Ontario College of Teachers,David Hakim,1
Ontario Crown Attorneys' Association,Adrienne Telford,1
Ontario Crown Attorneys' Association,Paul J.J. Cavalluzzo,1
Ontario Crown's Attorneys' Association,Paul J.J. Cavalluzzo,1
Ontario Crown's Attorneys' Association,Shaun O’Brien,1
Ontario Federation of Agriculture,Charlotte Willson,1
Ontario Federation of Agriculture,John D.R. Craig,1
Ontario Federation of Agriculture,S. Jodi Gallagher,1
"Ontario General Contractors Association, Ontario Formwork Association and Greater Toronto Sewer and Watermain Contractors Association",Norm Keith,1
Ontario Human Rights Commission,Anthony D. Griffin,1
Ontario Human Rights Commission,Reema Khawja,3
Ontario Human Rights Commission,Tony Griffin,1
Ontario Labour-Management Arbitrators' Association and Conférence des arbitres du Québec,Angela E. Rae,2
Ontario Labour-Management Arbitrators' Association and Conférence des arbitres du Québec,Anne Marie Heenan,2
Ontario Labour-Management Arbitrators' Association and Conférence des arbitres du Québec,Linda R. Rothstein,2
Ontario Labour-Management Arbitrators' Association and Conférence des arbitres du Québec,Michael Fenrick,2
Ontario Landowners Association,Adriana Forest,1
Ontario Landowners Association,Brandon Kain,1
"Ontario Mining Association, Northwest Territories and Nunavut Chamber of Mines and Saskatchewan Mining Association",Barbara B. Johnston,1
Ontario Native Women's Association,Adam Goldenberg,1
Ontario Native Women's Association,Alana Robert,1
Ontario Native Women's Association,Connor Bildfell,1
Ontario Network of Injured Workers' Groups,Ivana Petricone,1
Ontario Network of Injured Workers' Groups,Maryth Yachnin,1
Ontario Network of Injured Workers' Groups,Rachel Weiner,1
Ontario Principals' Council,Caroline v. (Nini) Jones,1
Ontario Principals' Council,Lauren Pearce,1
"Ontario Principals' Council, Catholic Principals' Council of Ontario, Association des directions et des directions adjointes des écoles Franco-Ontariennes and Directors Guild of Canada-Ontario",Caroline v. (Nini) Jones,1
"Ontario Principals' Council, Catholic Principals' Council of Ontario, Association des directions et des directions adjointes des écoles Franco-Ontariennes and Directors Guild of Canada-Ontario",Lauren Pearce,1
Ontario Securities Commission,Amanda Heydon,1
Ontario Securities Commission,Anna Perschy,1
Ontario Securities Commission,Carlo Rossi,2
Ontario Securities Commission,Erin Hoult,1
Ontario Securities Commission,Hugh Craig,2
Ontario Securities Commission,Khrystina McMillan,1
Ontario Securities Commission,Namita Balgi,1
"Ontario Securities Commission, British Columbia Securities Commission and Alberta Securities Commission",David Hainey,2
"Ontario Securities Commission, British Columbia Securities Commission and Alberta Securities Commission",Don Young,2
"Ontario Securities Commission, British Columbia Securities Commission and Alberta Securities Commission",Jennifer M. Lynch,2
"Ontario Securities Commission, British Columbia Securities Commission and Alberta Securities Commission",Matthew H. Britton,2
"Ontario Securities Commission, British Columbia Securities Commission and Alberta Securities Commission",Paloma Ellard,2
Ontario Trial Lawyers Association,Allan Rouben,1
Ontario Trial Lawyers Association,K. Jay Ralston,1
Ordre des comptables professionnels agréés du Québec,François Barette,1
Ordre des comptables professionnels agréés du Québec,Maxime-Arnaud Keable,1
Ordre des comptables professionnels agréés du Québec,Érik Morissette,1
Organisme d'autoréglementation du courtage immobilier du Québec (OACIQ),Julie Blouin,1
Organisme d'autoréglementation du courtage immobilier du Québec (OACIQ),Sébastien Tisserand,1
Osgoode Investor Protection Clinic,Karen Bernofsky,1
Osgoode Investor Protection Clinic,Stephen Aylward,1
"Ouellet, Jacques",Jean-Rémi Thibault,1
Pan-Canadian Forum on Indigenous Rights and the Constitution,Bruno Gélinas-Faucher,1
Parkdale Community Legal Services,John No,1
Parkdale Community Legal Services,Ronald Poulton,2
Parkdale Community Legal Services,Toni Schweitzer,2
"Payette, Christian",Dominic Desjarlais,1
"Payette, Christian",Gérald Soulière,1
"Payette, Christian",Julie Philippe,1
Peacebuilders Canada,Maya Borooah,2
Peacebuilders Canada,Stephanie DiGiuseppe,2
Peguis Child and Family Services,Earl C. Stevenson,1
Peguis Child and Family Services,Hafeez Khan,1
Peskotomuhkati Nation,Paul Williams,1
Philippe Gosselin & Associés Ltd,Hugo Poirier,1
Philippe Gosselin & Associés Ltd,Michel Chabot,1
Physicians' Alliance Against Euthanasia,Andres C. Garin,1
Physicians' Alliance Against Euthanasia,Pierre Bienvenu,1
Physicians' Alliance Against Euthanasia,Vincent Rochette,1
Pivot Legal Society,Adrienne Smith,1
Pivot Legal Society,Caitlin O. Shane,2
Pivot Legal Society,D.J. Larkin,1
Pivot Legal Society,David N. Fai,1
Pivot Legal Society,Graham Kosakoski,1
Pivot Legal Society,Julia K. Lockhart,1
Pivot Legal Society,Mark Iyengar,1
Pivot Legal Society,Michael A. Feder,1
Pivot Legal Society,Nana Yanful,1
Pivot Legal Society,Simone Akyianu,1
Pivot Legal Society and Union of British Columbia Indian Chiefs,Adrienne Smith,1
Pivot Legal Society and Union of British Columbia Indian Chiefs,Andrew I. Nathanson,1
Pivot Legal Society and Union of British Columbia Indian Chiefs,Maia Tsurumi,1
"Pivot Legal Society, Downtown Eastside Sex Workers United Against Violence and PACE Society",Elin R.S. Sigurdson,1
"Pivot Legal Society, Downtown Eastside Sex Workers United Against Violence and PACE Society",Katrina Pacey,1
"Pivot Legal Society, Downtown Eastside Sex Workers United Against Violence and PACE Society",Lisa C. Glowacki,1
"Pivot Legal Society, Downtown Eastside Sex Workers United Against Violence and PACE Society",M. Kathleen Kinch,1
Power Workers' Union,Andrew K. Lokan,1
Power Workers' Union,Chris Dassios,1
Power Workers' Union,Emily Lawrence,1
Power Workers' Union and Society of United Professionals,Andrew Lokan,1
Power Workers' Union and Society of United Professionals,Douglas Montgomery,1
Power Workers' Union and Society of United Professionals,Michael Wright,1
Power Workers' Union and Society of United Professionals,Nora Parker,1
Privacy Commissioner of Canada,Daniel Caron,1
Privacy Commissioner of Canada,Eugene Meehan (QC),1
Privacy Commissioner of Canada,Frank Addario,1
Privacy Commissioner of Canada,James Nowlan,1
Privacy Commissioner of Canada,Jennifer Seligy,1
Privacy Commissioner of Canada,Kate Wilson,1
Privacy Commissioner of Canada,Kirk Shannon,1
Privacy Commissioner of Canada,Louisa Garib,1
Privacy Commissioner of Canada,Mahmud Jamal,3
Privacy Commissioner of Canada,Marie-France Major,1
Privacy Commissioner of Canada,Patricia Kosseim,3
Privacy Commissioner of Canada,Regan Morris,1
Privacy Commissioner of Canada,Samara Secter,1
Privacy Commissioner of Canada,Sarah Speevak,1
Professional Institute of the Public Service of Canada,Fay Faraday,1
Professional Institute of the Public Service of Canada,Peter C. Engelmann,2
"Professional Institute of the Public Service of Canada, Canadian Association of Professional Employees, Association of Canadian Financial Officers, Professional Association of Foreign Service Officers",Colleen Bauman,1
"Professional Institute of the Public Service of Canada, Canadian Association of Professional Employees, Association of Canadian Financial Officers, Professional Association of Foreign Service Officers",Erin Moores,1
"Professional Institute of the Public Service of Canada, Canadian Association of Professional Employees, Association of Canadian Financial Officers, Professional Association of Foreign Service Officers",Peter C. Engelmann,1
Progress Alberta Communications Limited,Avnish Nanda,1
Progress Alberta Communications Limited,Martin Olszynski,1
Progress Toronto,Donald K. Eady,1
Progress Toronto,Glynnis Hawe,1
Promutuel Insurance Portneuf-Champlain,Louis Dufour,1
Promutuel Insurance Portneuf-Champlain,Pierre Gourdeau,1
Provigo Distribution Inc.,Anne Merminod,1
Provigo Distribution Inc.,Robert E. Charbonneau,1
Provigo Distribution Inc.,Tommy Tremblay,1
Public Interest Advocacy Centre,Daniel Hamson,1
Public Interest Advocacy Centre,Mohsen Seddigh,1
Public Service Alliance of Canada,Andrew Astritis,8
Public Service Alliance of Canada,Andrew Raven,7
Public Service Alliance of Canada,Morgan Rowe,6
Public Service Labour Relations Board,John B. Laskin,1
"Pétroles Cadrin Inc., Daniel Drouin",Daniel O’Brien,1
"Pétroles Cadrin Inc., Daniel Drouin",Pierre Grégoire,1
Pétroles Global (Québec) inc. / Global Fuels (Quebec) Inc.,David Quesnel,1
Pétroles Global inc. / Global Fuels Inc.,David Quesnel,1
"Pétroles Therrien Inc., Distributions Pétrolières Therrien Inc.",Fadi Amine,1
"Pétroles Therrien Inc., Distributions Pétrolières Therrien Inc.",Pascale Cloutier,1
QMUNITY and Skipping Stone Scholarship Foundation,Alexandra Mackenzie,1
QMUNITY and Skipping Stone Scholarship Foundation,Brendan MacArthur-Stevens,1
QMUNITY and Skipping Stone Scholarship Foundation,Olivia Salkeld,1
QMUNITY and Skipping Stone Scholarship Foundation,Renee Reichelt,1
Quebec Community Groups Network,Marion Sandilands,1
Quebec Native Women Inc.,David Schulze,1
Quebec Native Women Inc.,Marie-Eve Dumont,1
Quebec Native Women Inc.,Sara Andrade,1
Queen's Prison Law Clinic,Alison M. Latimer (KC),1
Queen's Prison Law Clinic,Andrea Gonsalves,2
Queen's Prison Law Clinic,Annamaria Enenajor,1
Queen's Prison Law Clinic,Brendan Van Niejenhuis,2
Queen's Prison Law Clinic,Caitlin Leach,1
Queen's Prison Law Clinic,Chris Rudnicki,1
Queen's Prison Law Clinic,Erin Dann,1
Queen's Prison Law Clinic,Gillian Moore,1
Queen's Prison Law Clinic,Heather Gunter,1
Queen's Prison Law Clinic,James Sayce,1
Queen's Prison Law Clinic,Jared Will,1
Queen's Prison Law Clinic,Maria Alexiou,1
Queen's Prison Law Clinic,Nader R. Hasan,1
Queen's Prison Law Clinic,Paul Quick,1
Queen's Prison Law Clinic,Paul Socka,1
Queen's Prison Law Clinic,Samara Secter,1
Queen's Prison Law Clinic,Sofia Ijaz,1
Queen's Prison Law Clinic,Theresa Donkor,1
Queen's Prison Law Clinic,Vlad Calina,1
Queen's Prison Law Clinic,Wesley Dutcher-Walls,1
Queen’s Prison Law Clinic,Annamaria Enenajor,1
Queen’s Prison Law Clinic,Carter Martell,1
Queen’s Prison Law Clinic,Heather Gunter,1
Rainbow Railroad,Adrienne Smith,1
Rainbow Railroad,Michael Battista,1
Rainbow Refugee Society,Frances Mahon,1
Rainbow Refugee Society,Yalda Kazemi,1
Raoul Wallenberg Centre for Human Rights,Angela Marinos,2
Real Women Canada,Michael A. Chambers,1
Redress Trust Ltd.,Azim Hussain,1
Redress Trust Ltd.,Maureen Edwards,1
Redress Trust Ltd.,Rahool P. Agarwal,1
"Regional Municipality of York, Regional Municipality of Peel, Regional Municipality of Durham, Regional Municipality of Halton, Regional Municipality of Waterloo and Regional Municipality of Niagara",John Carlo Mastrangelo,1
"Regional Municipality of York, Regional Municipality of Peel, Regional Municipality of Durham, Regional Municipality of Halton, Regional Municipality of Waterloo and Regional Municipality of Niagara",Jonathan C. Lisus,1
"Regional Municipality of York, Regional Municipality of Peel, Regional Municipality of Durham, Regional Municipality of Halton, Regional Municipality of Waterloo and Regional Municipality of Niagara",Zain Naqi,1
Regroupement Chrétien pour le droit parental en éducation,Jean-Yves Coté,1
Regroupement Petapan,Benoît Amyot,1
Regroupement Petapan,François G. Tremblay,1
Retail Action Network,Catherine J. Boies Parker,1
Retail Action Network,Erin Pritchard,1
Retail Action Network,Kate Feeney,1
Retail Action Network,Robin J. Gage,1
Retail Council of Canada,Jean-Simon Schoenholz,1
Retail Council of Canada,Kevin MacNeill,1
"Richard Rosenthal, Chief Civilian Director of the Independent Investigations Office of British Columbia",Marian K. Brown,1
"Richard Rosenthal, Chief Civilian Director of the Independent Investigations Office of British Columbia",Marie-France Major,1
Rise Women's Legal Centre,Claire E. Hunter (KC),1
Rise Women's Legal Centre,Diana C. Sepulveda,1
Rise Women's Legal Centre,Kate Feeney,1
Rise Women's Legal Centre,Kimberley Hawkins,1
Robinson Huron Treaty Anishinaabek,Catherine J. Boies Parker (KC),1
Robinson Huron Treaty Anishinaabek,Chris E.J. Albinati,1
Robinson Huron Treaty Anishinaabek,Daniel McCoy,1
Robinson Huron Treaty Anishinaabek,David C. Nahwegahbow,1
Robinson Huron Treaty Anishinaabek,Dianne G. Corbiere,1
Roman Catholic Archdiocese of Vancouver,Gwendoline Allison,2
"Rondinelli, Vincenzo",Vincenzo Rondinelli,1
Régie de l'assurance maladie du Québec,Patricia Gingras,1
SEIU-West,Drew S. Plaxton,1
SEIU-West,Heather M. Jensen,1
SODRAC 2003 Inc.,Colette Matteau,1
Samuelson-Glushko Canadian Internet Policy & Public Interest Clinic,Marina Pavlovic,1
Samuelson-Glushko Canadian Internet Policy & Public Interest Clinic,Paul Bates,1
Samuelson-Glushko Canadian Internet Policy & Public Interest Clinic,Tamir Israel,1
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,Alyssa Tomkins,1
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,Cynthia Khoo,1
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,David A. Fewer,2
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,David Fewer,5
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,Ian R. Kerr,1
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,James Plotkin,1
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,Jane Bailey,2
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,Jeremy de Beer,3
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,Jill R. Presser,4
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,Kate Robertson,1
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,Marina Pavlovic,2
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,Michel Bastarache,1
Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic,Tamir Israel,4
Santé Cannabis,Geneviève Grey,1
Santé Cannabis,Julius H. Grey,1
Saskatchewan Human Rights Commission,Deidre L. Aldcorn,1
Saskatchewan Human Rights Commission,Grant J. Scharfstein (QC),1
Saskatchewan Human Rights Commission,Janice E. Gingell,1
Saskatchewan Power Corporation and SaskEnergy Incorporated,David M. A. Stack (QC),1
Saskatchewan Union of Nurses,Gary Bainbridge,1
Saskatchewan Union of Nurses,Marcus R. Davies,1
Scadding Court Community Centre,Lauren Pearce,1
Scadding Court Community Centre,Tina Lie,1
Secretariat of the Joint United Nations Programme on HIV/AIDS,Michael A. Feder,1
Secretariat of the Joint United Nations Programme on HIV/AIDS,Tammy Shoranick,1
Seventh-Day Adventist Church in Canada,Gerald D. Chipeur (QC),1
Seventh-Day Adventist Church in Canada,Jonathan Martin,1
Seventh-Day Adventist Church in Canada,Marie-France Major,1
Seventh-day Adventist Church in Canada,Gerald D. Chipeur (QC),2
Seventh-day Adventist Church in Canada,Grace MacKintosh,2
Seventh-day Adventist Church in Canada,Jonathan B. Maryniuk,1
Seventh-day Adventist Church in Canada,Jonathan Martin,2
Seventh-day Adventist Church in Canada,Kevin L. Boonstra,1
Seventh-day Adventist Church in Canada and Seventh-day Adventist Church - Quebec Conference,Gerald D. Chipeur (QC),1
Seventh-day Adventist Church in Canada and Seventh-day Adventist Church - Quebec Conference,Grace Mackintosh,1
Seventh-day Adventist Church in Canada and Seventh-day Adventist Church - Quebec Conference,Sean Kelly,1
Shareholder Association for Research and Education,Bonnie Roberts Jones,1
Shareholder Association for Research and Education,Joseph Groia,1
Shibogama First Nations Council,Krista Nerland,1
Shibogama First Nations Council,Senwung Luk,1
Smart Prosperity Institute,Guy Régimbald,1
Smart Prosperity Institute,Jeremy de Beer,1
"Society of Composers, Authors and Music Publishers of Canada",D. Lynne Watt,1
"Society of Composers, Authors and Music Publishers of Canada",Gilles Daigle,1
"Society of Composers, Authors and Music Publishers of Canada",Henry Brown (QC),1
"Society of Composers, Authors and Music Publishers of Canada",Paul Spurgeon,1
Société coopérative agricole des Bois-Francs,Claude Brulotte,1
Société de l'Acadie du Nouveau-Brunswick,Dominic Caron,1
Société de l'Acadie du Nouveau-Brunswick et Fédération des conseils d'éducation du Nouveau-Brunswick,Dominic Caron,1
Société de l'assurance automobile du Québec,Julien Gaudet-Lachapelle,1
Société de l'assurance automobile du Québec,Manon Paquin,1
Société de l'assurance automobile du Québec,Martin Boisvert,1
Société des casinos du Québec inc.,Sophie Cloutier,1
Société du droit de reproduction des auteurs compositeurs et éditeurs du Canada,Colette Matteau,1
South Asia Legal Clinic of Ontario,Preet Bell,1
South Asia Legal Clinic of Ontario,Ranjan K. Agarwal,1
South Asian Bar Association of Toronto,Janani Shanmuganathan,1
South Asian Legal Clinic of Ontario,Daniel Holden,1
South Asian Legal Clinic of Ontario,Jessica Weiss,1
South Asian Legal Clinic of Ontario,Justin Safayeni,1
South Asian Legal Clinic of Ontario,Nader R. Hasan,1
South Asian Legal Clinic of Ontario,Preet K. Bell,1
South Asian Legal Clinic of Ontario,Ranjan K. Agarwal,2
Speaker of the House of Commons,Alyssa Tomkins,1
Speaker of the House of Commons,John J. Wilson,1
